"Choose the antonym for 'deride'.","[""adversary"",""praise"",""faint"",""antiquity""]","praise","ant","deride"
"Choose the antonym for 'derision'.","[""current"",""comrade"",""depot"",""deference""]","deference","ant","derision"
"Choose the antonym for 'derisive'.","[""catastrophe"",""elementary"",""constrain"",""earnest""]","earnest","ant","derisive"
"Choose the antonym for 'derivative'.","[""pique"",""original"",""diluted"",""prohibit""]","original","ant","derivative"
"Choose the antonym for 'description'.","[""contorted"",""chronicle"",""mystery"",""distraction""]","mystery","ant","description"
"Choose the antonym for 'desecration'.","[""leisure"",""aspiration"",""frown"",""reverence""]","reverence","ant","desecration"
"Choose the antonym for 'desolate'.","[""edible"",""fertile"",""adopt"",""conflagration""]","fertile","ant","desolate"
"Choose the antonym for 'despondent'.","[""hopeful"",""peckish"",""foreshadow"",""fabricate""]","hopeful","ant","despondent"
"Choose the antonym for 'despot'.","[""nebulous"",""formidable"",""effigy"",""democrat""]","democrat","ant","despot"
"Choose the antonym for 'desultory'.","[""exuberance"",""systematic"",""congested"",""passive""]","systematic","ant","desultory"
"Choose the antonym for 'detached'.","[""thrive"",""flagrant"",""attached"",""secretary""]","attached","ant","detached"
"Choose the antonym for 'detain'.","[""vowel"",""turbulent"",""especially"",""release""]","release","ant","detain"
"Choose the antonym for 'determine'.","[""collaborate"",""waver"",""derision"",""dilate""]","waver","ant","determine"
"Choose the antonym for 'deterrent'.","[""trinket"",""incentive"",""vanish"",""despise""]","incentive","ant","deterrent"
"Choose the antonym for 'detractors'.","[""criticise"",""vicious"",""fissure"",""champions""]","champions","ant","detractors"
"Choose the antonym for 'devious'.","[""petite"",""era"",""argument"",""honest""]","honest","ant","devious"
"Choose the antonym for 'devise'.","[""diminish"",""cemetery"",""abandon"",""snub""]","abandon","ant","devise"
"Choose the antonym for 'devote'.","[""veto"",""dictionary"",""attribute"",""neglect""]","neglect","ant","devote"
"Choose the antonym for 'devour'.","[""cervine"",""diction"",""admonish"",""nibble""]","nibble","ant","devour"
"Choose the antonym for 'dexterous'.","[""unravel"",""awkward"",""snub"",""belittle""]","awkward","ant","dexterous"
"Choose the antonym for 'diabolical'.","[""trivia"",""bickering"",""kind"",""entreat""]","kind","ant","diabolical"
"Choose the antonym for 'diagnose'.","[""ignore"",""cache"",""jaded"",""disclose""]","ignore","ant","diagnose"
"Choose the antonym for 'diatribe'.","[""bovine"",""inaugural"",""compliment"",""boldness""]","compliment","ant","diatribe"
"Choose the antonym for 'diction'.","[""permeate"",""flippant"",""slang"",""grotto""]","slang","ant","diction"
"Choose the antonym for 'diffident'.","[""comical"",""tint"",""feral"",""assertive""]","assertive","ant","diffident"
"Choose the antonym for 'diffuse'.","[""feral"",""exhilarating"",""concentrate"",""erect""]","concentrate","ant","diffuse"
"Choose the antonym for 'digest'.","[""expel"",""chaos"",""frivolous"",""yearn""]","expel","ant","digest"
"Choose the antonym for 'digression'.","[""allegation"",""category"",""appetising"",""summary""]","summary","ant","digression"
"Choose the antonym for 'dim'.","[""grandiose"",""miser"",""bright"",""combination""]","bright","ant","dim"
"Choose the antonym for 'diminution'.","[""identity"",""assertive"",""increase"",""confide""]","increase","ant","diminution"
"Choose the antonym for 'disappointed'.","[""delighted"",""conceal"",""jeer"",""commit""]","delighted","ant","disappointed"
"Choose the antonym for 'disband'.","[""purpose"",""dictate"",""expanse"",""assemble""]","assemble","ant","disband"
"Choose the antonym for 'discern'.","[""overlook"",""fanaticism"",""alluring"",""radiant""]","overlook","ant","discern"
"Choose the antonym for 'discontent'.","[""revolve"",""contentment"",""leonine"",""favourable""]","contentment","ant","discontent"
"Choose the antonym for 'discreet'.","[""doctrine"",""obvious"",""conventional"",""aspiration""]","obvious","ant","discreet"
"Choose the antonym for 'discrepancy'.","[""besiege"",""frequent"",""anarchist"",""agreement""]","agreement","ant","discrepancy"
"Choose the antonym for 'discretionary'.","[""compulsory"",""equanimity"",""coerce"",""stern""]","compulsory","ant","discretionary"
"Choose the antonym for 'discriminating'.","[""simile"",""discordant"",""dazzling"",""indiscriminate""]","indiscriminate","ant","discriminating"
"Choose the antonym for 'discursive'.","[""confer"",""akin"",""interrupt"",""concise""]","concise","ant","discursive"
"Choose the antonym for 'disdain'.","[""esteem"",""egotistical"",""entreat"",""empathy""]","esteem","ant","disdain"
"Choose the antonym for 'dishearten'.","[""variety"",""flawless"",""contradict"",""encourage""]","encourage","ant","dishearten"
"Choose the antonym for 'disinclination'.","[""willingness"",""allot"",""grievance"",""alert""]","willingness","ant","disinclination"
"Choose the antonym for 'disintegrate'.","[""fusion"",""collude"",""contorted"",""assemble""]","assemble","ant","disintegrate"
"Choose the antonym for 'disinterested'.","[""conserve"",""concerted"",""peril"",""biased""]","biased","ant","disinterested"
"Choose the antonym for 'dismantle'.","[""duration"",""interrupt"",""audition"",""erect""]","erect","ant","dismantle"
"Choose the antonym for 'disparage'.","[""content"",""admonish"",""compliment"",""narrative""]","compliment","ant","disparage"
"Choose the antonym for 'disparate'.","[""average"",""uniform"",""subdued"",""ascetic""]","uniform","ant","disparate"
"Choose the antonym for 'disparity'.","[""factual"",""equality"",""anxious"",""ascent""]","equality","ant","disparity"
"Choose the antonym for 'dispassionate'.","[""jubilant"",""sole"",""condemn"",""emotional""]","emotional","ant","dispassionate"
"Choose the antonym for 'dispel'.","[""grit"",""arouse"",""timid"",""inferior""]","arouse","ant","dispel"
"Choose the antonym for 'dispense'.","[""droll"",""folly"",""waver"",""withhold""]","withhold","ant","dispense"
"Choose the antonym for 'disputatious'.","[""agreeable"",""leonine"",""eclipse"",""droll""]","agreeable","ant","disputatious"
"Choose the antonym for 'disseminate'.","[""conceal"",""bustling"",""detached"",""industrious""]","conceal","ant","disseminate"
"Choose the antonym for 'dissent'.","[""familiar"",""taut"",""approval"",""connotation""]","approval","ant","dissent"
"Choose the antonym for 'dissipate'.","[""accumulate"",""frugal"",""dilapidated"",""assistance""]","accumulate","ant","dissipate"
"Choose the antonym for 'dissonance'.","[""accumulate"",""economical"",""abate"",""harmony""]","harmony","ant","dissonance"
"Choose the antonym for 'dissuade'.","[""persuade"",""extraordinary"",""insignificant"",""biodiversity""]","persuade","ant","dissuade"
"Choose the antonym for 'distant'.","[""clandestine"",""close"",""comprehensive"",""meagre""]","close","ant","distant"
"Choose the antonym for 'distasteful'.","[""shrewd"",""arbitrary"",""appetising"",""custodian""]","appetising","ant","distasteful"
"Choose the antonym for 'distinct'.","[""vague"",""language"",""figurative"",""durable""]","vague","ant","distinct"
"Choose the antonym for 'distinguished'.","[""unknown"",""contest"",""grate"",""betray""]","unknown","ant","distinguished"
"Choose the antonym for 'distraction'.","[""concentration"",""virtue"",""bustling"",""curtail""]","concentration","ant","distraction"
"Choose the antonym for 'disturbing'.","[""solace"",""comforting"",""stride"",""foundation""]","comforting","ant","disturbing"
"Choose the antonym for 'disused'.","[""admonish"",""active"",""expunge"",""acquaint""]","active","ant","disused"
"Choose the antonym for 'divergent'.","[""gluttonous"",""frivolous"",""convergent"",""chore""]","convergent","ant","divergent"
"Choose the antonym for 'diverse'.","[""uniform"",""insignia"",""exacting"",""complex""]","uniform","ant","diverse"
"Choose the antonym for 'divine'.","[""dingy"",""explicit"",""banal"",""earthly""]","earthly","ant","divine"
"Choose the antonym for 'doctrine'.","[""feeble"",""foolhardy"",""custom"",""distress""]","custom","ant","doctrine"
"Choose the antonym for 'dogmatic'.","[""open-minded"",""cemetery"",""altitude"",""amateur""]","open-minded","ant","dogmatic"
"Choose the antonym for 'dormant'.","[""commercial"",""awake"",""barb"",""stern""]","awake","ant","dormant"
"Choose the antonym for 'dour'.","[""sacrifice"",""ascend"",""cheerful"",""trough""]","cheerful","ant","dour"
"Choose the antonym for 'doyen'.","[""bustling"",""smirk"",""unkempt"",""novice""]","novice","ant","doyen"
"Choose the antonym for 'drift'.","[""benefit"",""comprehend"",""salient"",""steer""]","steer","ant","drift"
"Choose the antonym for 'droll'.","[""nullify"",""antiquity"",""rectify"",""serious""]","serious","ant","droll"
"Choose the antonym for 'dubious'.","[""vend"",""compel"",""narrative"",""certain""]","certain","ant","dubious"
"Choose the antonym for 'dumb'.","[""articulate"",""caulk"",""asset"",""esoteric""]","articulate","ant","dumb"
"Choose the antonym for 'duplicity'.","[""grotesque"",""candour"",""emphatic"",""havoc""]","candour","ant","duplicity"
"Choose the antonym for 'durable'.","[""debrief"",""embody"",""fabricate"",""fragile""]","fragile","ant","durable"
"Choose the antonym for 'duration'.","[""brevity"",""ascend"",""archaic"",""diffident""]","brevity","ant","duration"
"Choose the antonym for 'duress'.","[""consent"",""durable"",""retreat"",""dispute""]","consent","ant","duress"
"Choose the antonym for 'dutiful'.","[""solace"",""context"",""creek"",""disobedient""]","disobedient","ant","dutiful"
"Choose the antonym for 'dynasty'.","[""republic"",""bleak"",""extinct"",""susceptible""]","republic","ant","dynasty"
"Choose the antonym for 'earnest'.","[""devious"",""thrifty"",""flippant"",""vulpine""]","flippant","ant","earnest"
"Choose the antonym for 'ebullient'.","[""exemplify"",""acid"",""subdued"",""immaculate""]","subdued","ant","ebullient"
"Choose the antonym for 'echelon'.","[""disarray"",""deterrent"",""uniform"",""compile""]","disarray","ant","echelon"
"Choose the antonym for 'eclectic'.","[""uniform"",""chastised"",""benevolent"",""intentional""]","uniform","ant","eclectic"
"Choose the antonym for 'eclipse'.","[""placid"",""disclose"",""exciting"",""evaluation""]","disclose","ant","eclipse"
"Choose the antonym for 'edible'.","[""ignorant"",""poisonous"",""charismatic"",""tangle""]","poisonous","ant","edible"
"Choose the antonym for 'editor'.","[""eclectic"",""author"",""tempestuous"",""waver""]","author","ant","editor"
"Choose the antonym for 'efface'.","[""hasty"",""rivet"",""inscribe"",""subordinate""]","inscribe","ant","efface"
"Choose the antonym for 'efficacious'.","[""entice"",""splendid"",""evaluation"",""futile""]","futile","ant","efficacious"
"Choose the antonym for 'effigy'.","[""scripture"",""ajar"",""original"",""vouch""]","original","ant","effigy"
"Choose the antonym for 'effusion'.","[""allusion"",""offend"",""ardour"",""composure""]","composure","ant","effusion"
"Choose the antonym for 'egalitarian'.","[""cantankerous"",""hierarchical"",""rift"",""boon""]","hierarchical","ant","egalitarian"
"Choose the antonym for 'egotistical'.","[""altruistic"",""secretary"",""forgo"",""flippant""]","altruistic","ant","egotistical"
"Choose the antonym for 'elated'.","[""conciliatory"",""dejected"",""foam"",""adept""]","dejected","ant","elated"
"Choose the antonym for 'elect'.","[""facile"",""asunder"",""euphemism"",""reject""]","reject","ant","elect"
"Choose the antonym for 'eloquent'.","[""government"",""awkward"",""efface"",""cellar""]","awkward","ant","eloquent"
"Choose the antonym for 'elusive'.","[""embellish"",""accessible"",""meek"",""corpse""]","accessible","ant","elusive"
"Choose the antonym for 'emanate'.","[""detain"",""equipment"",""cryptic"",""absorb""]","absorb","ant","emanate"
"Choose the antonym for 'embargo'.","[""candour"",""permission"",""detached"",""confiscate""]","permission","ant","embargo"
"Choose the antonym for 'embellish'.","[""trough"",""diminish"",""impede"",""dispassionate""]","diminish","ant","embellish"
"Choose the antonym for 'embody'.","[""adversity"",""hallowed"",""exclude"",""chortle""]","exclude","ant","embody"
"Choose the antonym for 'embrace'.","[""confine"",""spurn"",""purloin"",""advance""]","spurn","ant","embrace"
"Choose the antonym for 'embroil'.","[""conscience"",""blunt"",""extricate"",""sturdy""]","extricate","ant","embroil"
"Choose the antonym for 'eminent'.","[""clemency"",""diabolical"",""insignificant"",""imposing""]","insignificant","ant","eminent"
"Choose the antonym for 'empathy'.","[""apathy"",""stalwart"",""chasm"",""cordial""]","apathy","ant","empathy"
"Choose the antonym for 'emphasis'.","[""imperious"",""depict"",""dismissal"",""certitude""]","dismissal","ant","emphasis"
"Choose the antonym for 'emphasise'.","[""demolished"",""downplay"",""accompany"",""pronunciation""]","downplay","ant","emphasise"
"Choose the antonym for 'emphatic'.","[""hustle"",""appreciate"",""delirious"",""hesitant""]","hesitant","ant","emphatic"
"Choose the antonym for 'employ'.","[""dismay"",""decorum"",""dismiss"",""glut""]","dismiss","ant","employ"
"Choose the antonym for 'emulate'.","[""privilege"",""innovate"",""dissipate"",""adjacent""]","innovate","ant","emulate"
"Choose the antonym for 'enamour'.","[""euphemism"",""bore"",""poetry"",""melodious""]","bore","ant","enamour"
"Choose the antonym for 'endorse'.","[""condemn"",""chastised"",""facile"",""metaphor""]","condemn","ant","endorse"
"Choose the antonym for 'engender'.","[""impale"",""nauseous"",""quench"",""gloomy""]","quench","ant","engender"
"Choose the antonym for 'engrossed'.","[""bored"",""dismal"",""accustom"",""brooding""]","bored","ant","engrossed"
"Choose the antonym for 'enigmatic'.","[""contradict"",""baleful"",""endeavour"",""plain""]","plain","ant","enigmatic"
"Choose the antonym for 'enormous'.","[""unfathomable"",""dictionary"",""meagre"",""jeer""]","meagre","ant","enormous"
"Choose the antonym for 'enthralling'.","[""confiscate"",""agreeable"",""tedious"",""cathartic""]","tedious","ant","enthralling"
"Choose the antonym for 'enthusiast'.","[""canopy"",""simile"",""sceptic"",""cinch""]","sceptic","ant","enthusiast"
"Choose the antonym for 'entice'.","[""deter"",""desire"",""jubilant"",""ferocious""]","deter","ant","entice"
"Choose the antonym for 'entreat'.","[""compliment"",""ignore"",""allay"",""exorbitant""]","ignore","ant","entreat"
"Choose the antonym for 'enumerate'.","[""feeble"",""gleeful"",""summarise"",""insipid""]","summarise","ant","enumerate"
"Choose the antonym for 'envisage'.","[""estimate"",""elementary"",""dismiss"",""omen""]","dismiss","ant","envisage"
"Choose the antonym for 'ephemeral'.","[""deceive"",""prophecy"",""idiosyncrasy"",""permanent""]","permanent","ant","ephemeral"
"Choose the antonym for 'epic'.","[""valour"",""trivial"",""atmosphere"",""bickering""]","trivial","ant","epic"
"Choose the antonym for 'epiphany'.","[""envisage"",""pretentious"",""obscurity"",""imperative""]","obscurity","ant","epiphany"
"Choose the antonym for 'episodic'.","[""gruelling"",""brawn"",""continuous"",""colloquial""]","continuous","ant","episodic"
"Choose the antonym for 'epoch'.","[""lavish"",""moment"",""deficient"",""expanse""]","moment","ant","epoch"
"Choose the antonym for 'equanimity'.","[""agitation"",""variety"",""folly"",""concur""]","agitation","ant","equanimity"
"Choose the antonym for 'equivocal'.","[""erect"",""definite"",""confer"",""pungent""]","definite","ant","equivocal"
"Choose the antonym for 'era'.","[""settee"",""exempt"",""moment"",""exhilarating""]","moment","ant","era"
"Choose the antonym for 'erasable'.","[""industrious"",""tangle"",""erratic"",""permanent""]","permanent","ant","erasable"
"Choose the antonym for 'erect'.","[""haughty"",""horizontal"",""gratuitous"",""candid""]","horizontal","ant","erect"
"Choose the antonym for 'erratic'.","[""aspire"",""extract"",""steady"",""erudite""]","steady","ant","erratic"
"Choose the antonym for 'erroneous'.","[""vice"",""intricate"",""correct"",""daunt""]","correct","ant","erroneous"
"Choose the antonym for 'erudite'.","[""evolve"",""snicker"",""ignorant"",""foremost""]","ignorant","ant","erudite"
"Choose the antonym for 'esoteric'.","[""familiar"",""blasphemy"",""apprehensive"",""tempestuous""]","familiar","ant","esoteric"
"Choose the antonym for 'espouse'.","[""spurn"",""confront"",""forbid"",""choreographer""]","spurn","ant","espouse"
"Choose the antonym for 'essence'.","[""extol"",""cease"",""appearance"",""obstinate""]","appearance","ant","essence"
"Choose the antonym for 'esteem'.","[""careering"",""contempt"",""solace"",""scalding""]","contempt","ant","esteem"
"Choose the antonym for 'estimate'.","[""obstinate"",""arrogance"",""measure"",""eclectic""]","measure","ant","estimate"
"Choose the antonym for 'ethereal'.","[""exuberance"",""complacent"",""solid"",""divergent""]","solid","ant","ethereal"
"Choose the antonym for 'eulogy'.","[""amorphous"",""furious"",""humid"",""criticism""]","criticism","ant","eulogy"
"Choose the antonym for 'euphemism'.","[""glum"",""cherished"",""avowed"",""candour""]","candour","ant","euphemism"
"Choose the antonym for 'euphonious'.","[""muscle"",""fringe"",""refute"",""discordant""]","discordant","ant","euphonious"
"Choose the antonym for 'euphoria'.","[""deficient"",""despair"",""emerge"",""prevalent""]","despair","ant","euphoria"
"Choose the antonym for 'evacuate'.","[""accompany"",""abhorrent"",""occupy"",""feign""]","occupy","ant","evacuate"
"Choose the antonym for 'evanescent'.","[""fateful"",""insignia"",""permanent"",""sever""]","permanent","ant","evanescent"
"Choose the antonym for 'evolve'.","[""controversy"",""stagnate"",""fertile"",""profligate""]","stagnate","ant","evolve"
"Choose the antonym for 'exacerbate'.","[""improve"",""distant"",""bemuse"",""awry""]","improve","ant","exacerbate"
"Choose the antonym for 'exacting'.","[""conflagration"",""lenient"",""ursine"",""impartial""]","lenient","ant","exacting"
"Choose the antonym for 'exalt'.","[""criticise"",""consensus"",""reprimand"",""conflagration""]","criticise","ant","exalt"
"Choose the antonym for 'exciting'.","[""antidote"",""tedious"",""vain"",""assuage""]","tedious","ant","exciting"
"Choose the antonym for 'exemplary'.","[""exhaustive"",""stagnant"",""detractors"",""disgraceful""]","disgraceful","ant","exemplary"
"Choose the antonym for 'exemplify'.","[""irksome"",""erasable"",""quaint"",""conceal""]","conceal","ant","exemplify"
"Choose the antonym for 'exempt'.","[""ablest"",""devout"",""prejudice"",""liable""]","liable","ant","exempt"
"Choose the antonym for 'exhaustive'.","[""partial"",""veteran"",""cinch"",""coincide""]","partial","ant","exhaustive"
"Choose the antonym for 'exhilarating'.","[""tedious"",""embellish"",""envisage"",""coy""]","tedious","ant","exhilarating"
"Choose the antonym for 'exhort'.","[""dissipate"",""theme"",""deter"",""dread""]","deter","ant","exhort"
"Choose the antonym for 'exonerate'.","[""sweltering"",""convict"",""bewildered"",""contemporary""]","convict","ant","exonerate"
"Choose the antonym for 'expanse'.","[""confinement"",""concise"",""subdued"",""forlorn""]","confinement","ant","expanse"
"Choose the antonym for 'expedient'.","[""sway"",""comprehensive"",""unsuitable"",""decisive""]","unsuitable","ant","expedient"
"Choose the antonym for 'expedite'.","[""astute"",""assistance"",""delay"",""feline""]","delay","ant","expedite"
"Choose the antonym for 'expel'.","[""lenient"",""meticulous"",""admit"",""construe""]","admit","ant","expel"
"Choose the antonym for 'expense'.","[""income"",""arrogance"",""biased"",""vice""]","income","ant","expense"
"Choose the antonym for 'expert'.","[""amateur"",""sermon"",""extol"",""cacophony""]","amateur","ant","expert"
"Choose the antonym for 'explicit'.","[""implicit"",""comical"",""intermittently"",""confiscate""]","implicit","ant","explicit"
"Choose the antonym for 'expository'.","[""narrative"",""culpable"",""abolish"",""accessible""]","narrative","ant","expository"
"Choose the antonym for 'expunge'.","[""restore"",""commotion"",""extravagance"",""purpose""]","restore","ant","expunge"
"Choose the antonym for 'exquisite'.","[""concerted"",""coarse"",""environment"",""criterion""]","coarse","ant","exquisite"
"Choose the antonym for 'extended'.","[""hostile"",""brief"",""dispassionate"",""toil""]","brief","ant","extended"
"Choose the antonym for 'extol'.","[""criticise"",""trough"",""felicitous"",""decoy""]","criticise","ant","extol"
"Choose the antonym for 'extract'.","[""appetising"",""insert"",""aptitude"",""painstaking""]","insert","ant","extract"
"Choose the antonym for 'extraneous'.","[""relevant"",""soldier"",""enumerate"",""essence""]","relevant","ant","extraneous"
"Choose the antonym for 'extraordinary'.","[""ordinary"",""steadfast"",""lucid"",""gallant""]","ordinary","ant","extraordinary"
"Choose the antonym for 'extricate'.","[""ovine"",""hinder"",""painstaking"",""fallacious""]","hinder","ant","extricate"
"Choose the antonym for 'extrovert'.","[""sincerely"",""bemuse"",""anagram"",""introvert""]","introvert","ant","extrovert"
"Choose the antonym for 'exuberance'.","[""painstaking"",""arouse"",""apathy"",""invigorated""]","apathy","ant","exuberance"
"Choose the antonym for 'fabricate'.","[""arduous"",""heinous"",""caulk"",""debunk""]","debunk","ant","fabricate"
"Choose the antonym for 'facade'.","[""impudent"",""aspiration"",""rear"",""immediately""]","rear","ant","facade"
"Choose the antonym for 'fact'.","[""ursine"",""imbecile"",""guess"",""mobile""]","guess","ant","fact"
"Choose the antonym for 'faint'.","[""correspond"",""defy"",""strong"",""deny""]","strong","ant","faint"
"Choose the antonym for 'fallacious'.","[""squander"",""sound"",""gracious"",""bland""]","sound","ant","fallacious"
"Choose the antonym for 'falter'.","[""hammock"",""sporadically"",""steady"",""doctrine""]","steady","ant","falter"
"Choose the antonym for 'fanaticism'.","[""explanation"",""disinterested"",""allay"",""moderation""]","moderation","ant","fanaticism"
"Choose the antonym for 'farce'.","[""daring"",""tragedy"",""salient"",""bolster""]","tragedy","ant","farce"
"Choose the antonym for 'fastidious'.","[""retreat"",""insipid"",""cache"",""careless""]","careless","ant","fastidious"
"Choose the antonym for 'fateful'.","[""distraction"",""trivial"",""blissful"",""frequently""]","trivial","ant","fateful"
"Choose the antonym for 'fathom'.","[""gorge"",""baffle"",""serpentine"",""cacophony""]","baffle","ant","fathom"
"Choose the antonym for 'fatuous'.","[""colloquial"",""agitated"",""apoplectic"",""sensible""]","sensible","ant","fatuous"
"Choose the antonym for 'feasible'.","[""compile"",""impossible"",""efficacious"",""chasm""]","impossible","ant","feasible"
"Choose the antonym for 'feckless'.","[""antagonistic"",""diluted"",""careful"",""prose""]","careful","ant","feckless"
"Choose the antonym for 'femininity'.","[""masculinity"",""exaggerate"",""impede"",""dearth""]","masculinity","ant","femininity"
"Choose the antonym for 'feral'.","[""domestic"",""hackneyed"",""wander"",""summarise""]","domestic","ant","feral"
"Choose the antonym for 'ferocity'.","[""disparate"",""gentleness"",""yearn"",""meagre""]","gentleness","ant","ferocity"
"Choose the antonym for 'fervour'.","[""determine"",""apathy"",""memoir"",""tenacious""]","apathy","ant","fervour"
"Choose the antonym for 'festivity'.","[""adulation"",""dispense"",""superfluous"",""austerity""]","austerity","ant","festivity"
"Choose the antonym for 'fiasco'.","[""stroll"",""connotation"",""exhausted"",""triumph""]","triumph","ant","fiasco"
"Choose the antonym for 'finesse'.","[""atrocious"",""clumsiness"",""cacophony"",""attached""]","clumsiness","ant","finesse"
"Choose the antonym for 'flagrant'.","[""arouse"",""subtle"",""consume"",""augment""]","subtle","ant","flagrant"
"Choose the antonym for 'flattering'.","[""nebulous"",""brazen"",""blunt"",""elongate""]","blunt","ant","flattering"
"Choose the antonym for 'flawed'.","[""equine"",""doctrine"",""bedlam"",""perfect""]","perfect","ant","flawed"
"Choose the antonym for 'flawless'.","[""complicity"",""expedient"",""resolute"",""imperfect""]","imperfect","ant","flawless"
"Choose the antonym for 'flee'.","[""confront"",""barb"",""technophobe"",""painstaking""]","confront","ant","flee"
"Choose the antonym for 'flimsy'.","[""sturdy"",""affable"",""apprise"",""canopy""]","sturdy","ant","flimsy"
"Choose the antonym for 'flippant'.","[""equip"",""ascetic"",""grave"",""evaluation""]","grave","ant","flippant"
"Choose the antonym for 'flora'.","[""snivel"",""contrition"",""fauna"",""fusion""]","fauna","ant","flora"
"Choose the antonym for 'florid'.","[""errand"",""subterranean"",""plain"",""flamboyant""]","plain","ant","florid"
"Choose the antonym for 'flout'.","[""equivocate"",""biased"",""obey"",""lout""]","obey","ant","flout"
"Choose the antonym for 'foal'.","[""simile"",""abomination"",""stallion"",""amateur""]","stallion","ant","foal"
"Choose the antonym for 'foolhardy'.","[""prudent"",""bovine"",""rebuke"",""chastise""]","prudent","ant","foolhardy"
"Choose the antonym for 'forbid'.","[""raucous"",""attest"",""allow"",""occupy""]","allow","ant","forbid"
"Choose the antonym for 'forecast'.","[""contrast"",""hindsight"",""artful"",""contract""]","hindsight","ant","forecast"
"Choose the antonym for 'foremost'.","[""token"",""last"",""garrulous"",""propel""]","last","ant","foremost"
"Choose the antonym for 'foreshadow'.","[""folly"",""pristine"",""conceal"",""apt""]","conceal","ant","foreshadow"
"Choose the antonym for 'foresight'.","[""farce"",""equanimity"",""decency"",""hindsight""]","hindsight","ant","foresight"
"Choose the antonym for 'forestall'.","[""provoke"",""queasy"",""sweltering"",""distinct""]","provoke","ant","forestall"
"Choose the antonym for 'forge'.","[""gravely"",""adjourn"",""tepid"",""melt""]","melt","ant","forge"
"Choose the antonym for 'formidable'.","[""approve"",""susceptible"",""obliging"",""insignificant""]","insignificant","ant","formidable"
"Choose the antonym for 'forsake'.","[""disastrous"",""connoisseur"",""humid"",""support""]","support","ant","forsake"
"Choose the antonym for 'forthcoming'.","[""distant"",""compel"",""chaos"",""apoplectic""]","distant","ant","forthcoming"
"Choose the antonym for 'forthright'.","[""drift"",""egotistical"",""eclipse"",""devious""]","devious","ant","forthright"
"Choose the antonym for 'fortuitous'.","[""distant"",""empathy"",""deliberate"",""fracas""]","deliberate","ant","fortuitous"
"Choose the antonym for 'foster'.","[""contract"",""feckless"",""contrast"",""suppress""]","suppress","ant","foster"
"Choose the antonym for 'foundation'.","[""queasy"",""roof"",""offend"",""discern""]","roof","ant","foundation"
"Choose the antonym for 'fragment'.","[""whole"",""auspicious"",""acrimonious"",""debut""]","whole","ant","fragment"
"Choose the antonym for 'frail'.","[""fatal"",""euphemism"",""robust"",""contribute""]","robust","ant","frail"
"Choose the antonym for 'frantic'.","[""solitary"",""calm"",""consume"",""mischievous""]","calm","ant","frantic"
"Choose the antonym for 'fraudulent'.","[""honest"",""desire"",""diffident"",""convey""]","honest","ant","fraudulent"
"Choose the antonym for 'frequent'.","[""fortitude"",""rebuttal"",""rare"",""urban""]","rare","ant","frequent"
"Choose the antonym for 'frightful'.","[""allot"",""savvy"",""conscientious"",""delightful""]","delightful","ant","frightful"
"Choose the antonym for 'fulfilled'.","[""advice"",""femininity"",""guile"",""unfulfilled""]","unfulfilled","ant","fulfilled"
"Choose the antonym for 'fund'.","[""gratuitous"",""gauge"",""comparison"",""expense""]","expense","ant","fund"
"Choose the antonym for 'furnish'.","[""ramble"",""disseminate"",""lament"",""empty""]","empty","ant","furnish"
"Choose the antonym for 'furtive'.","[""biodiversity"",""limp"",""aloof"",""open""]","open","ant","furtive"
"Choose the antonym for 'gallant'.","[""heinous"",""feeble"",""pinnacle"",""restaurant""]","feeble","ant","gallant"
"Choose the antonym for 'galvanise'.","[""discourage"",""companion"",""disturbing"",""docile""]","discourage","ant","galvanise"
"Choose the antonym for 'garbled'.","[""unkempt"",""coherent"",""snub"",""gluttonous""]","coherent","ant","garbled"
"Choose the antonym for 'garment'.","[""customary"",""discrepancy"",""nakedness"",""cuisine""]","nakedness","ant","garment"
"Choose the antonym for 'garrulous'.","[""amorphous"",""mirage"",""quiet"",""leisure""]","quiet","ant","garrulous"
"Choose the antonym for 'gauge'.","[""contrite"",""chastise"",""apoplectic"",""ignore""]","ignore","ant","gauge"
"Choose the antonym for 'genealogy'.","[""imbecile"",""descendants"",""immediate"",""waver""]","descendants","ant","genealogy"
"Choose the antonym for 'genre'.","[""collude"",""virtuous"",""anecdote"",""anomaly""]","anomaly","ant","genre"
"Choose the antonym for 'genteel'.","[""coarse"",""contempt"",""vanish"",""gleeful""]","coarse","ant","genteel"
"Choose the antonym for 'gentility'.","[""breadth"",""rudeness"",""decipher"",""thwart""]","rudeness","ant","gentility"
"Choose the antonym for 'glimpse'.","[""tint"",""deplete"",""legend"",""ignore""]","ignore","ant","glimpse"
"Choose the antonym for 'glutton'.","[""contest"",""interfere"",""stalwart"",""abstainer""]","abstainer","ant","glutton"
"Choose the antonym for 'gluttonous'.","[""frugal"",""baton"",""token"",""deceit""]","frugal","ant","gluttonous"
"Choose the antonym for 'goaded'.","[""trickle"",""collide"",""coaxed"",""fraught""]","coaxed","ant","goaded"
"Choose the antonym for 'gorge'.","[""ration"",""debris"",""acclaim"",""engrossed""]","ration","ant","gorge"
"Choose the antonym for 'gracious'.","[""settee"",""rude"",""raiment"",""royal""]","rude","ant","gracious"
"Choose the antonym for 'grandeur'.","[""demolished"",""cavorting"",""shabbiness"",""deficient""]","shabbiness","ant","grandeur"
"Choose the antonym for 'grandiose'.","[""resentful"",""allegation"",""modest"",""scanty""]","modest","ant","grandiose"
