word,def,syn,ant,example
insufferable,So annoying or unpleasant that it is impossible to put up with,unbearable; intolerable; obnoxious,tolerable; bearable; pleasant,His insufferable tapping of the pen during the test made the rest of the hall sigh.
insular,Narrow-minded and interested only in your own country or group,parochial; xenophobic; provincial,cosmopolitan; open-minded; welcoming,Their insular attitude to visitors changed once the school began to welcome exchange pupils from other countries.
insurgent,A person or group that rises up in armed revolt against those in power,rebel; revolutionary; separatist,loyalist; lawful; peaceful,Our geography teacher explained that an insurgent takes up arms against the government while a protester only demonstrates.
insurmountable,So difficult that it cannot be overcome or got past,unbeatable; overwhelming; formidable,manageable; possible; beatable,"The team thought the final round was an insurmountable challenge, yet they still finished second."
intact,"Not damaged, broken or changed, especially when it should still be whole",whole; undamaged; complete,damaged; broken; incomplete,"Amazingly, the ancient coins were still intact after five hundred years buried in the ground."
intangible,"Real but impossible to touch, see, hear or measure, such as a feeling",invisible; immaterial; imperceptible,physical; concrete; material,"Trust between teammates is an intangible quality, yet it decides who really wins matches."
integral,Very important and necessary as one of the parts of something larger,essential; vital; central,optional; unnecessary; minor,"Regular revision is integral to success, so the library stays open every Thursday evening."
integrity,Honesty and the firm belief that you should always do what is right,honesty; honour; reliability,dishonesty; deceit; treachery,"A person of real integrity admits when they have made a mistake, even if nobody else noticed."
intense,"Extreme in strength, degree or feeling, much stronger than usual",extreme; strong; fierce,mild; slight; gentle,The intense heat in the hall made everyone sleepy during the long assembly.
intention,"Something you mean and plan to do, or the reason for doing it",purpose; aim; plan,accident; oversight; carelessness,"I had every intention of finishing my project, but I spent the evening playing instead."
intercede,To speak to somebody to ask them to stop being angry or to change their mind,mediate; plead; arbitrate,provoke; aggravate; exacerbate,"Our head teacher chose to intercede with the angry parent, and the argument ended calmly."
intermittent,"Happening now and then, with gaps in between, rather than all the time",occasional; sporadic; periodic,continuous; constant; unbroken,"The rain came in intermittent bursts, so we waited under the tree for the showers to end."
intervene,To step into a situation in order to change it or stop it getting worse,interpose; mediate; reconcile,ignore; withdraw; abstain,Our dinner lady will intervene whenever two pupils begin arguing in the dining hall.
intimate,"Very private and personal, or having a close relationship with somebody",private; personal; close,public; open; distant,"She wrote an intimate diary about her feelings, and she never let anybody else read it."
intimidate,To frighten somebody into doing what you want by seeming threatening,frighten; bully; unnerve,reassure; comfort; embolden,A glaring stare can intimidate the youngest pupils into sitting silently during assembly.
intractable,"Very difficult to control, manage or solve, no matter what you try",unmanageable; troublesome; difficult,manageable; simple; workable,The head teacher admitted that the problem of phone use in lessons was intractable without new rules.
intransigent,Refusing absolutely to change your mind or accept a compromise,obstinate; unyielding; headstrong,flexible; willing; adaptable,"The captain was intransigent about playing in the rain, so the match was postponed."
introspective,"Turning your thoughts inwards, examining your own feelings and behaviour",reflective; thoughtful; pensive,outgoing; sociable; thoughtless,"After the play she became introspective, quietly wondering whether she had said the right thing."
introvert,A quiet person who prefers being on their own to being in busy groups,recluse; loner; quiet,extrovert; outgoing; sociable,"As an introvert, Sam enjoyed the library best of all and liked reading there on his own."
intuition,"A strong feeling that something is true, arriving without any conscious thought",instinct; hunch; inkling,reasoning; analysis; calculation,Her sharp intuition told her that the new boy in our class could not be trusted.
intuitive,"Easy to use or understand, so that it comes naturally without needing to be taught",instinctive; natural; self-explanatory,deliberate; studied; complicated,"The website has an intuitive design, so even beginners can order tickets without any help."
inundate,"To fill a place completely with a great amount of something, usually water",flood; swamp; overwhelm,drain; empty; dry,"Winter storms can inundate the field, and the whole lower pitch ends up under water."
invalid,"Unable to be accepted or relied upon, because it breaks a rule or is not legally sound",unlawful; void; illegitimate,lawful; legitimate; acceptable,The referee said the goal was invalid because the ball had clearly crossed the line beforehand.
invaluable,So useful and helpful that no price could ever be put on it,priceless; irreplaceable; treasured,worthless; valueless; useless,Grandad's old advice was invaluable when I had to choose my options for secondary school.
investigate,To look into a matter carefully in order to find out what really happened,examine; explore; research,ignore; overlook; neglect,The head teacher agreed to investigate the complaints made by three parents about the trip.
irascible,Hot-tempered and liable to become angry very quickly,irritable; short-tempered; touchy,placid; good-humoured; patient,"Our caretaker was irascible, losing his temper over tiny things, so we nicknamed him Short Fuse."
ire,"Sudden fierce anger, especially the kind shown when somebody is annoyed",anger; rage; fury,calm; peace; goodwill,The headmaster's ire was clear when he saw graffiti sprayed across the changing room wall.
ironic,"Saying the opposite of what was expected, often with a touch of humour",sarcastic; wry; tongue-in-cheek,sincere; serious; straightforward,"After losing the final, he said he was delighted to have lost, an ironic remark nobody believed."
irrational,Governed by feelings and impulse rather than by careful reasoning,unreasonable; illogical; impulsive,reasonable; sensible; level-headed,It was an irrational decision to walk home alone through the park in the dark.
irrelevant,Having nothing to do with the subject or the thing being discussed,unconnected; immaterial; beside the point,related; pertinent; significant,"Half his answer was irrelevant, so the examiner could not award any marks."
irreproachable,So good in behaviour that nothing at all could be blamed or criticised,blameless; faultless; spotless,blameworthy; flawed; guilty,"Her record during the year was irreproachable, so she was trusted with the younger class."
irresistible,So appealing or powerful that it is impossible not to give in to it,compelling; alluring; tempting,tiresome; unappealing; dull,"The smell of fresh bread outside the bakery was irresistible, and we all bought rolls."
irreverence,"Lack of respect, shown by treating something serious in a cheeky way",disrespect; impudence; impertinence,respect; dignity; solemnity,"Her irreverence towards the war memorial annoyed the headmaster, who asked for an apology."
itinerary,A planned route or list of places to be visited during a journey,schedule; route; timetable,improvisation; spontaneity; aimlessness,"Our itinerary packed in four museums, but we managed only one before the rain began."
jargon,"Special words used by a particular trade or group, which outsiders find hard to follow",specialist terms; technical terms; trade language,plain English; plain language; everyday words,"The instructions were full of jargon, so I rang the helpline for a simpler explanation."
jaunty,"Cheerful and confident, with a light, springy way of walking",cheerful; breezy; carefree,gloomy; solemn; downcast,"He walked into the interview jaunty and smiling, and left with three offers."
jeopardise,To put something valuable at risk of being lost or harmed,endanger; imperil; threaten,protect; safeguard; secure,Chasing that ball into the road could jeopardise our team's place in the final.
jittery,"Nervous and slightly shaky, especially because of fear or excitement",nervous; edgy; anxious,calm; steady; relaxed,"The pupils became jittery as the results were read out, and nobody dared move."
jocular,"Telling jokes and being playful in a friendly, light-hearted way",joking; humorous; playful,serious; solemn; earnest,"At the prize-giving the headmaster was jocular, pretending to search for the envelope."
joyous,"Full of great happiness and delight, especially about an event",happy; delighted; gleeful,sad; sorrowful; miserable,There was a joyous cheer when the school choir was told it had won the competition.
judicious,"Showing careful thought and good judgement, so a choice is sensible",wise; sensible; careful,unwise; careless; thoughtless,The judicious use of colours made our tiny classroom feel calm and much bigger.
just,"Based on what is right and equal, giving everybody exactly the same treatment",fair; impartial; unbiased,unfair; biased; partial,"The decision seemed just, because the same rule was applied to every player that morning."
justice,The system of law and rules that makes sure wrong is punished and everyone is treated equally,fairness; equity; right,unfairness; wrong; mistreatment,"When the thief admitted the damage, the owner felt that justice had finally been done."
justification,The argument or set of reasons offered in support of a decision or an action,excuse; reason; rationale,condemnation; censure; blame,"He offered no justification for arriving late, and the class took a dim view."
juxtapose,"To place two very different things side by side, usually to show a contrast",contrast; compare; pair up,separate; isolate; divide,"The poster designer chose to juxtapose a luxury hotel with a crowded hostel, making a point about wealth."
keen,"Eager and enthusiastic, or very sharp and quick to understand",eager; enthusiastic; avid,uninterested; apathetic; reluctant,"She was keen to join the swimming club, so she filled in the form that same day."
labour,Hard work that needs a lot of physical or mental effort,work; effort; toil,rest; leisure; idleness,Years of labour went into restoring the old stone wall behind the church hall.
labyrinth,"A complicated set of passages that twist and turn, making it hard to find your way",maze; tangle; network,straight path; open ground; clear route,"The catacombs are a vast labyrinth, and our guide knew every single turning passage."
laconic,"Using very few words, often in a flat and brief way",terse; brief; curt,wordy; verbose; long-winded,"His laconic reply was two words, and the head of year smiled and moved on."
lame,Unable to walk properly because of a weak or painful leg or foot,crippled; infirm; disabled,nimble; able-bodied; sound,"The old pony went lame, so the vet came at once to check its back leg."
lassitude,"A heavy feeling of weariness, as though you have no energy left",weariness; fatigue; exhaustion,energy; vigour; alertness,"A lassitude settled over the class on the hot Friday afternoon, and nobody picked up a book."
latent,"Existing in a hidden way, not showing itself until some time later",hidden; dormant; concealed,visible; obvious; apparent,His latent talent for drawing only appeared when the art teacher noticed his sketchbook.
latter,Referring to the one of two people or things mentioned that comes second,second; final; last,former; first; earlier,"Of the two twins, the latter spoke French while her sister spoke only English."
lethargic,"Lacking energy, and moving or thinking more slowly than usual",sluggish; languid; inert,energetic; lively; brisk,"After the long journey he was too lethargic to play, and simply watched television."
lethargy,"The condition of having almost no energy, so that you cannot rouse yourself",drowsiness; sluggishness; inactivity,energy; vigour; alertness,"Deep lethargy followed the flu, and she needed two hours to wake up properly."
levitate,To rise and float in the air rather than rest on the ground,float; hover; rise,sink; descend; drop,"The magician claimed he could levitate, but the audience sat quietly and waited."
levity,"Playful amusement, especially during a serious or dull moment",humour; merriment; joking,gloom; solemnity; seriousness,"The head of year's levity broke the tension, and soon everyone was laughing again."
liberal,"Generous with money, time or ideas, and open to new ways of thinking",generous; open-handed; broad-minded,mean; stingy; narrow-minded,"The school took a liberal approach, letting pupils wear whatever they liked on non-uniform days."
liberty,"The freedom to do as you choose, without being controlled by others",freedom; independence; free choice,captivity; slavery; subjection,The prisoners won their liberty after three years of appealing against the decision.
lieu,"Standing in the place or stead of another thing, or given in exchange for it",stead; place; instead,displacement; exclusion; absence,"The team gave a spare shirt in lieu of the one lost, and the match went ahead."
limb,"An arm, leg, wing or other part that sticks out from the main body",arm; leg; branch,torso; trunk; stump,He stretched out one limb and knocked the whole row of pencils off the desk.
limit,"The greatest amount, number or length that is allowed",maximum; ceiling; restriction,infinity; boundlessness; freedom,There is a limit on how many sweets each child may bring into the hall.
listless,"Having no energy or interest in anything, and not wanting to act",languid; idle; apathetic,energetic; eager; lively,"The heat made everyone listless, so the whole team lay on the grass."
litigation,The process of settling a disagreement by taking it to court,lawsuit; court case; legal action,settlement; agreement; conciliation,Litigation over the shared fence lasted two years and drained the neighbours' savings.
lodge,"To make a formal complaint or claim, usually in writing",register; put forward; submit,withdraw; retract; abandon,Several families decided to lodge complaints about the noise from the late club.
loiter,"To stay somewhere without a real reason, wasting time",linger; dawdle; potter,hurry; hasten; scurry,"Groups of pupils loiter outside the gates, so the caretaker asks them to move on."
loneliness,The sad feeling you have when you are on your own and miss company,solitude; isolation; separation,company; companionship; fellowship,"To beat her loneliness, Bella joined the drama club and made several close friends."
loquacious,"Very talkative, and enjoying talking to people at length",talkative; chatty; garrulous,quiet; taciturn; reticent,"Our new neighbour is wonderfully loquacious, chatting happily right through every journey home."
loyal,"Steadfastly supporting a person, group or idea, especially in difficult times",faithful; devoted; steadfast,unfaithful; treacherous; faithless,The team stayed loyal to their captain even after the terrible run of defeats.
lucrative,Bringing in a large amount of money and making someone very rich,profitable; rewarding; money-making,unprofitable; loss-making; worthless,She took a lucrative job in banking because the salary was far better than teaching.
ludicrous,So silly and unreasonable that it makes people laugh at it,absurd; ridiculous; comic,serious; sensible; solemn,"Our team wore huge feathered hats for the play, and they looked absolutely ludicrous on the stage."
lulled,Made calm and peaceful for a short time by gentle sounds or touch,soothed; quieted; calmed,roused; wakened; stirred,"Her mother's soft singing lulled the little boy to sleep, so he never heard the thunder."
luminous,"Giving off its own light, so that it can be seen in the middle of the night",glowing; radiant; bright,dark; dim; shadowy,"The librarian found a luminous green ball in the attic, and it lit up the whole room."
lustrous,"Having a soft silky shine across the surface, like polished metal",gleaming; shiny; resplendent,dull; tarnished; unpolished,"The candidate shook hands with the headteacher, and her lustrous silver hair caught everyone's eye."
magnanimous,"Generous and forgiving, especially towards someone who has been unkind",generous; gracious; big-hearted,petty; spiteful; mean-spirited,"When a rival side complained about the umpire, the captain was magnanimous and said nothing at all."
magnate,A very rich and powerful person who owns a large industrial business,tycoon; industrialist; business leader,pauper; small-time trader; newcomer,The newspapers are owned by a publishing magnate who also runs three television channels.
magnetic,"Able to draw and hold people's attention, in a way that is hard to resist",attractive; alluring; captivating,repulsive; repellent; unappealing,"Our new pupil had a magnetic personality, and by lunchtime every child in the form room wanted to talk to her."
magnitude,The great size or the great importance that something has,size; scale; extent,smallness; unimportance; pettiness,Nobody understood the magnitude of the task until they saw how many pages still needed writing.
malevolent,Full of hatred and a wish to hurt or harm other people,evil; spiteful; wicked,benevolent; kind-hearted; generous,The story described a malevolent witch who tricked farmers and frightened every child in the parish.
malleable,"Easily bent or changed, like soft metal that can be hammered into shape",bendable; pliable; flexible,rigid; stiff; unyielding,The warm clay was so malleable that the youngest child in the nursery reshaped it into a dinosaur.
masculinity,"The qualities traditionally believed to belong to men, such as strength and courage",manhood; manliness; machismo,femininity; womanhood,Our topic on masculinity looked at how boys and girls are expected to behave in different ways.
maverick,A person who does things in their own way and refuses to follow the rules,rebel; free-thinker; dissenter,conformist; traditionalist; obedient follower,"Joining the school play was a maverick choice for Finn, who usually preferred football at the weekend."
measly,"Too small or too cheap, so that it seems hardly worth anything",paltry; scanty; trifling,generous; plentiful; abundant,"The winning side was given a measly slice of cake after the final, which caused a few complaints."
meddle,To interfere in somebody else's business when they have not asked for help,interfere; intrude; poke about,withdraw; keep out; abstain,"If you meddle in your brother's plans, you will make him change his mind and worry more."
mediate,To help two people who disagree reach agreement by talking between them,arbitrate; negotiate; reconcile,aggravate; provoke; intensify,A teacher had to mediate when two friends fell out over a borrowed pencil case in the changing room.
mediocrity,"The state of being unremarkable and not very good, with no real skill",averageness; inferiority; unimportance,excellence; superiority; distinction,"The annual show suffered from mediocrity this year, since none of the sketches made the audience laugh."
melody,A series of notes played or sung one after another in a pleasing way,tune; refrain; song,discord; cacophony; clash,"At the concert, a boy played a slow melody on the violin, and the whole hall fell silent."
menacing,Looking or sounding as if they are about to cause harm or violence,threatening; intimidating; daunting,welcoming; friendly; reassuring,"A menacing man hung around the gates, so the caretaker kept a careful watch over the playground."
mercurial,"Changing quickly and often, so that nobody can predict what they will do",volatile; fickle; changeable,steady; predictable; unchanging,"Our mercurial goalie saves brilliantly one minute, then lets in an easy goal the very next."
mercy,The kindness shown to someone who has done wrong or is suffering badly,compassion; forgiveness; pity,cruelty; vengeance; harshness,"The rabbit pleaded for mercy, and the farmer decided to let it go rather than kill it for supper."
mere,"Only, and not one bit more than that",only; just; bare,ample; substantial; complete,"Winning the school prize was mere luck, because Jonas had not revised for a single evening all term."
mesmerise,"To hold someone's attention completely, as if they cannot look away",captivate; enchant; fascinate,bore; repel; disappoint,"Card tricks like that can mesmerise an audience of any age, and the teachers forgot to clap."
methodical,"Careful and well planned, doing one step after another in the right order",systematic; orderly; disciplined,haphazard; chaotic; disorganised,"He followed a methodical plan in the study room, ticking off each topic on his checklist before resting."
metropolis,"A very large city, with a huge population",city; conurbation; urban centre,village; hamlet; small town,"On the exchange trip we crossed to a busy metropolis, where the streets were crowded from dawn until midnight."
mettle,The strength of character that makes someone carry on when a job is hard,grit; courage; nerve,cowardice; weakness; spinelessness,"Even though his knee was injured, Tomas showed real mettle and finished the cross-country race."
milestone,An important achievement or a great change in someone's life or career,landmark; watershed; turning point,non-event; minor step; anticlimax,Winning the county swimming badge was the highlight of his year and a milestone he will not forget.
misanthrope,A person who dislikes and distrusts other people and avoids their company,human-hater; cynic; loner,philanthropist; humanitarian; optimist,The character in the novel is a misanthrope who never speaks to a soul and lives alone in the hills.
misapprehend,"To understand something wrongly, forming a false idea about it",misunderstand; misconstrue; misinterpret,comprehend; grasp; appreciate,"The guide may misapprehend the question and explain the wrong part of the syllabus, leaving the class confused."
mischief,Playful behaviour that is meant to tease and amuse but can lead to damage,naughtiness; cheekiness; trouble,good behaviour; seriousness; obedience,Their mischief began when one brother tied the other boy's shoelaces together during assembly.
miserly,Extremely unwilling to spend money or to give anything away,stingy; mean; tight-fisted,generous; charitable; open-handed,"A miserly old landlord kept the heating off in winter, so the tenants had to wash in cold water."
misnomer,A word or label given to something that does not really describe it,mislabel; wrong label; mistaken name,accurate name; proper title; exact description,"The sign called the shop a bakery, but it sold nothing but greetings cards, which was a real misnomer."
misogynist,A man who hates or looks down on women and treats them as inferior,woman-hater; sexist; male chauvinist,feminist; defender of women; supporter of equality,The film showed a misogynist character who insults half the people he works with and expects everyone to obey him without question.
misspent,"Given to the wrong purpose, so that the time or money involved was lost",wasted; squandered; misused,saved; hoarded; put to good use,"He misspent his whole Saturday afternoon on computer games, so his homework was still undone."
mitigate,To make something less harmful or less severe,lessen; reduce; ease,worsen; aggravate; intensify,"Heavy rain and a broken drain flooded the gym, and sandbags helped to mitigate the damage."
moderate,"Neither large nor small in size, amount or strength",average; medium; restrained,extreme; excessive; intense,"The headteacher asked for a moderate increase in fees, which the parents' group welcomed with relief."
modernise,To bring something up to date by using newer or better ways of doing it,update; upgrade; refresh,abandon; neglect; regress,"Our school will modernise its computer room next term, replacing the old desktop machines with tablets for everybody."
modest,"Not showing off, and small in amount or value",humble; unassuming; self-effacing,boastful; showy; extravagant,"The charity asked for a modest sum, so we raised two hundred pounds instead of twenty."
mogul,"A powerful and wealthy person who has built a huge empire in one industry, such as the media",tycoon; business baron; power broker,pauper; small-time trader; nobody,"The article explained that a media mogul now owns several channels, newspapers and film studios."
mollify,To make someone less angry by being gentle or apologetic,calm; pacify; appease,provoke; enrage; irritate,"A few gentle words from the teacher can mollify a furious boy, and soon he is ready to talk again."
momentous,Of great weight and lasting consequence for the future,important; significant; historic,trivial; insignificant; negligible,It was a momentous day when the old primary school finally closed after serving the neighbourhood for ninety years.
monochrome,"Using a single colour, or shades of one colour, in a picture or design",single-colour; one-coloured; tonal,multicoloured; many-coloured; brightly coloured,"The pupil chose a monochrome poster for the project, drawing her cat in black ink on white paper."
monologue,A long piece of talking by one person while everybody else listens,soliloquy; speech; address,dialogue; conversation; duet,"The comedy show ended with a long monologue, and even the bored audience stayed quiet."
monotonous,Boring because it is the same and never changes,tiresome; repetitive; dull,varied; interesting; lively,Three hours of monotonous music left several pupils yawning by the end of the assembly.
monumental,"Extremely large and impressive, like a huge statue or a great work of art",colossal; gigantic; mighty,tiny; minute; miniature,"The museum's new staircase is a monumental piece of engineering, wide enough for a whole class to walk up together."
moratorium,A temporary official order that stops an activity for a while,suspension; halt; standstill,resumption; restart; clearance,"During the building work there was a moratorium on traffic, so no lorry could pass down our road."
morose,"Unhappy and silent because of anger, not smiling at all",sullen; gloomy; grumpy,cheerful; merry; amiable,"After losing the final, he sat in the corner wearing a morose expression and refused to speak."
mortal,"Likely to die one day, unlike a god or a spirit that lives for ever",human; earthly; short-lived,immortal; eternal; undying,"The old tale tells of a mortal knight who could be hurt, unlike the gods who watched over the battle."
mournful,"Feeling or showing great sadness, especially in a quiet voice",sorrowful; grief-stricken; sombre,cheerful; jubilant; lighthearted,"The slow music played during the funeral, and even the youngest children in the hall were mournful."
mundane,"Very plain and uninteresting, because it is the same every day",ordinary; commonplace; everyday,extraordinary; exciting; remarkable,The assembly discussed a mundane topic such as how to store the sports kit in the cupboard.
munificence,"Extreme generosity in giving money, gifts or help to other people",generosity; liberality; bounty,stinginess; meanness; greed,"Her munificence astonished everyone, because she paid for new books for every class in the school."
muted,"Quieter and softer than usual, especially a sound, a voice or a colour",subdued; low-key; quiet,loud; vibrant; bright,The speaker's voice was so muted that we leaned forward to hear every word of the announcement.
mysterious,So strange or secret that nobody is able to explain it or understand it,enigmatic; puzzling; secretive,clear; obvious; ordinary,"The mysterious letter had no address, and my postman said it had been pushed through the door."
mystify,"To make something seem strange and hard to understand on purpose, often to hide the truth",bewilder; puzzle; confuse,clarify; explain; enlighten,"Rather than admitting the error, the manager chose to mystify everyone by changing the dates on the report."
nauseating,"Making you feel sick, especially because of an awful smell or sight",sickening; revolting; disgusting,appetising; delicious; tasty,"A nauseating smell came from the science lab, so the door was opened and everyone stood back."
neat,"Tidy, clean and arranged carefully so that everything is in its proper place",tidy; orderly; smart,untidy; messy; scruffy,"In our form, each pupil must keep a neat folder, so papers and photographs do not get lost."
nefarious,Evil and likely to do something very wrong or very harmful,wicked; sinister; evil,honourable; virtuous; decent,Police warned us about a nefarious group who cheat tourists by selling fake tickets.
negate,"To state that something is untrue, or to cancel out its effect completely",deny; contradict; disprove,affirm; confirm; support,"The witness changed her story, and the defence hoped this would negate the case against her."
negotiate,To talk seriously with someone in order to reach an agreement,bargain; haggle; compromise,refuse; reject; walk away,Our head boy was sent to negotiate with the chefs about the cost of the end of year party.
nemesis,A person or thing that has brought you repeated trouble and defeat,rival; adversary; arch-enemy,ally; friend; supporter,"Nobody in our club could forget our nemesis, who beat us twice in the same week."
nobility,"Great moral goodness, such as honour and courage, that makes somebody respected",honour; virtue; dignity,dishonour; baseness; disgrace,"Even in defeat, the captain showed real nobility, congratulating the other team warmly."
nomadic,Living in different places for a while rather than staying in one permanent home,itinerant; roving; wandering,settled; permanent; fixed,"My aunt lived a nomadic life, packing her books before moving to a new island every year."
nominal,"Existing in name only, without any real power, value or effect",notional; titular; symbolic,actual; genuine; real,"He was only a nominal member of the committee, so he was never asked to vote on anything."
nonchalant,"Acting calm and relaxed, and showing no worry even when something might be worrying",casual; relaxed; offhand,worried; anxious; tense,"He was nonchalant about the lost homework, simply shrugging and asking for a fresh sheet."
nonentity,A person or thing so unimportant that nobody notices it or takes it seriously,nobody; zero; insignificance,somebody; celebrity; household name,"Without the captain's courage, the whole team would have been a nonentity by the final whistle."
nourishment,The food and drink that a living thing needs in order to stay alive and healthy,sustenance; nutrition; food,starvation; famine; hunger,Children who skip breakfast often lack the nourishment they need to grow and concentrate.
noxious,"Harmful or poisonous, especially to people or animals",poisonous; toxic; harmful,harmless; wholesome; safe,The noxious fumes from the spill made the firefighters tie masks over their faces.
nuance,"A very small difference in meaning, colour or feeling between two similar things",subtlety; distinction; shade,obviousness; bluntness; simplification,"My teacher spotted the nuance straight away, asking whether the word meant a polite lie or a real promise."
obdurate,"Refusing absolutely to change your mind, however much somebody begs you",stubborn; unyielding; obstinate,flexible; compliant; amenable,"Even after the head waited an hour, the obdurate caretaker still refused to open the gate."
obfuscate,To make something confusing or hard to understand on purpose,confuse; cloud; conceal,clarify; explain; reveal,"Rather than answer plainly, the spokesman used long words to obfuscate the facts of the case."
objection,"A strong feeling that something said, done or proposed is wrong",disapproval; protest; dissent,approval; acceptance; consent,Several parents raised an objection when the swimming lessons were cut from the timetable.
oblique,"Not pointing straight at something but at an angle, or meaning something only indirectly",indirect; slanting; sideways,direct; straight; straightforward,The sign had been placed at such an oblique angle that passing drivers missed it completely.
obliterate,"To destroy something completely, leaving no trace of it behind",destroy; erase; wipe out,create; build; preserve,Firemen warned that the blaze could obliterate the old hall if the wind turned our way.
obnoxious,So rude or irritating that other people cannot bear being near you,irritating; detestable; offensive,agreeable; pleasant; charming,The obnoxious boy pushed past everybody in the queue and then blamed someone else.
obscure,"Not widely known, or not easy to see, hear or understand",little-known; hidden; unclear,famous; clear; obvious,The atlas was so obscure that we had never heard of half those countries before opening it.
obsequious,"Too eager to please and agree with somebody, in a way that seems false and grovelling",fawning; servile; flattering,haughty; proud; aloof,"The obsequious new boy agreed with everything the head said, even the silly rules."
obsession,"A thought, person or thing that fills your mind so completely that you cannot stop thinking about it",fixation; preoccupation; infatuation,indifference; detachment; disinterest,His obsession with old stamps has filled three drawers and completely taken over his free time.
obstreperous,"Noisy and badly behaved, in a way that is hard to control or ignore",noisy; boisterous; unruly,quiet; placid; obedient,"One obstreperous pupil shouted over the whole assembly, and everyone turned to stare."
odious,"Extremely unpleasant, and making somebody feel strong dislike or disgust",hateful; detestable; repulsive,likeable; pleasant; delightful,"Everyone agreed the joke was odious, and the class asked the writer to apologise."
odour,"A smell, especially one that is unpleasant or strong",smell; stench; scent,fragrance; perfume; aroma,The strong odour of the paint was so bad that we had to leave the hall.
officious,"Giving unwanted help or orders, and taking charge of things that are really somebody else's job",meddlesome; interfering; nosy,discreet; helpful; tactful,"The officious monitor told the head about every talk in the corridor, which made people stop talking."
ominous,Making you expect that something bad is going to happen quite soon,foreboding; sinister; threatening,hopeful; reassuring; cheerful,There was an ominous knock at the door just as the exams were due to start.
omit,"To leave out something when writing, speaking or doing something, usually by accident",leave out; skip; exclude,include; insert; add,"Please do not omit the date from your form, or the office cannot file it."
onerous,"Hard, tiring or unpleasant to do because it takes a lot of effort",burdensome; demanding; exhausting,easy; light; effortless,"Preparing the summer play was more onerous than we expected, and half the costumes did not fit."
onslaught,A sudden violent attack using all the power somebody has,assault; attack; barrage,retreat; truce; withdrawal,"Without help from our keeper, we could not have survived that onslaught of shots."
oppose,To speak or act against something in order to stop it or change it,resist; defy; counter,support; back; endorse,"Local parents gathered to oppose the proposal, worried that the field would be sold for housing."
opt,To choose to do something when you are free to say yes or no,choose; select; elect,reject; decline; avoid,"You can opt to join the chess club this term, but nobody will mind if you say no."
optimist,A person who expects good things to happen and looks for the best in a situation,hopeful person; positive thinker; dreamer,pessimist; worrier; cynic,"Despite the rain, the optimist in our class still believes the sports day will go ahead."
optional,"Not needed or necessary, but allowed if you want to do it",voluntary; non-essential; elective,compulsory; mandatory; essential,"Choosing a house in the history project is optional, but everyone must write about the war."
orchestrate,To organise and manage a complicated plan or event so that all the parts fit together,coordinate; arrange; stage,neglect; spoil; disrupt,It is hard to believe one girl could orchestrate a concert for three hundred people without any help.
origin,"The place, time or cause where something first began or came from",beginning; source; starting point,destination; ending; result,Nobody knows the origin of the strange silver key found under the school steps.
oscillate,"To keep changing between two states or levels, or to swing back and forth",waver; swing; fluctuate,steady; stabilise; settle,"The temperature will oscillate between freezing and warm, so nobody can decide what to wear."
outrageous,"Extremely wrong or shocking, and likely to make people very angry",shocking; scandalous; atrocious,acceptable; reasonable; sensible,"It was outrageous that the school bus had not turned up, leaving us stranded."
overbearing,So bossy and proud in your manner that other people find you difficult to be around,domineering; bossy; arrogant,modest; humble; easy-going,An overbearing prefect simply ordered us out of the hall without asking why we were there.
pacifist,A person who believes that war and violence are always wrong and should be prevented,peace campaigner; anti-war campaigner; dove,aggressor; fighter; soldier,"Our pacifist speaker explained why he would not join the army, and the hall stayed silent."
pacify,To make angry or frightened people become calm and peaceful again,soothe; appease; calm,enrage; inflame; anger,The dinner supervisor managed to pacify the queue after the pizza ran out part way through.
pact,A formal agreement in which two sides promise to do something for each other,agreement; treaty; bargain,disagreement; conflict; refusal,The council and the parents signed a pact that promised more parking near the school gates.
palpable,"So clear that you can see, feel or prove that it is really there",obvious; unmistakable; tangible,vague; doubtful; uncertain,"The change in her voice was palpable, and we all knew she had heard the bad news."
pamper,To give somebody extra treats and comforts that they do not really need,spoil; indulge; coddle,deprive; restrict; neglect,"We must not pamper the class hamster, or it will expect a full dinner every day."
panacea,Something that people hope will solve a difficult problem completely for good,cure-all; remedy; solution,obstacle; setback; dead end,"An hour of reading is useful, but it is no panacea for a pupil who has not eaten."
panache,"A bold, showy confidence in the way a person dresses or carries themselves",flamboyance; stylishness; verve,plainness; drabness; shabbiness,"With great panache, the young chef carried the silver platter into the crowded hall and bowed."
panic,"A sudden, uncontrollable fear that makes you act wildly and irrationally",alarm; fright; terror,calm; composure; confidence,"When the power failed in the dark hall, the whole class fell into panic and rushed for the exit."
parable,"A short, simple story that teaches a moral lesson, often about right and wrong",allegory; fable; instructive tale,true account; chronicle; factual record,The teacher told a parable about a boy who shared his lunch with a hungry stranger.
paradigm,"A typical example or pattern of something, showing the usual way it works or is done",model; pattern; exemplar,exception; anomaly; irregularity,"For years our school timetable followed the same paradigm, with every lesson starting on the hour."
paradox,A statement that appears to contradict itself but may nevertheless be true,contradiction; puzzle; incongruity,consistency; truism; certainty,It seems a paradox that the busiest shop had the fewest customers of the entire morning.
paragon,An outstanding person or thing that is admired as a perfect example to copy,exemplar; ideal; benchmark,mediocrity; failure; imperfection,"Our headteacher, who never wasted a minute, was a paragon of efficiency that we all tried to copy."
